id,lead_code,suggested_action,TARGET,total_due,dpd_bucket,state
75850,LDSMFG_175849,ACTION_HUMAN_CALL,0.28,17801,30-60,Tamil Nadu
75851,LDSMFG_175850,ACTION_BOT,0.45,373424,30-60,UP
75852,LDSMFG_175851,ACTION_FIELD,0.68,458173,30-60,Karnataka
75853,LDSMFG_175852,ACTION_DIGITAL,0.75,32064,90-180,Maharashtra
75854,LDSMFG_175853,ACTION_HUMAN_CALL,0.41,8985,180+,UP
75855,LDSMFG_175854,ACTION_DIGITAL,0.65,348940,60-90,Karnataka
75856,LDSMFG_175855,ACTION_FIELD,0.42,493693,180+,Maharashtra
75857,LDSMFG_175856,ACTION_DIGITAL,0.39,425831,180+,Tamil Nadu
75858,LDSMFG_175857,ACTION_BOT,0.2,231349,90-180,Maharashtra
75859,LDSMFG_175858,ACTION_FIELD,0.32,326610,60-90,UP
75860,LDSMFG_175859,ACTION_DIGITAL,0.54,391196,90-180,Delhi
75861,LDSMFG_175860,ACTION_DIGITAL,0.39,273693,180+,Karnataka
75862,LDSMFG_175861,ACTION_FIELD,0.75,224138,90-180,UP
75863,LDSMFG_175862,ACTION_DIGITAL,0.24,337808,60-90,Tamil Nadu
75864,LDSMFG_175863,ACTION_FIELD,0.43,17801,90-180,Delhi
75865,LDSMFG_175864,ACTION_FIELD,0.72,381045,90-180,Maharashtra
75866,LDSMFG_175865,ACTION_HUMAN_CALL,0.3,449955,30-60,Karnataka
75867,LDSMFG_175866,ACTION_BOT,0.67,234665,30-60,Delhi
75868,LDSMFG_175867,ACTION_FIELD,0.6,318524,90-180,Tamil Nadu
75869,LDSMFG_175868,ACTION_DIGITAL,0.02,53442,90-180,Tamil Nadu
75870,LDSMFG_175869,ACTION_FIELD,0.69,277649,30-60,Maharashtra
75871,LDSMFG_175870,ACTION_BOT,0.29,345050,60-90,Tamil Nadu
75872,LDSMFG_175871,ACTION_FIELD,0.69,326372,180+,Maharashtra
75873,LDSMFG_175872,ACTION_BOT,0.35,475780,30-60,Maharashtra
75874,LDSMFG_175873,ACTION_DIGITAL,0.27,347273,30-60,UP
75875,LDSMFG_175874,ACTION_FIELD,0.47,358839,60-90,Tamil Nadu
75876,LDSMFG_175875,ACTION_FIELD,0.36,68275,30-60,Maharashtra
75877,LDSMFG_175876,ACTION_DIGITAL,0.46,296765,30-60,UP
75878,LDSMFG_175877,ACTION_DIGITAL,0.46,212046,90-180,UP
75879,LDSMFG_175878,ACTION_FIELD,0.8,190635,90-180,Maharashtra
75880,LDSMFG_175879,ACTION_DIGITAL,0.78,169487,90-180,Karnataka
75881,LDSMFG_175880,ACTION_BOT,0.34,286682,30-60,UP
75882,LDSMFG_175881,ACTION_HUMAN_CALL,0.47,234641,30-60,Maharashtra
75883,LDSMFG_175882,ACTION_FIELD,0.32,336168,90-180,Maharashtra
75884,LDSMFG_175883,ACTION_BOT,0.09,20332,90-180,Delhi
75885,LDSMFG_175884,ACTION_DIGITAL,0.7,474861,60-90,Karnataka
75886,LDSMFG_175885,ACTION_HUMAN_CALL,0.46,155234,90-180,Delhi
75887,LDSMFG_175886,ACTION_FIELD,0.37,222948,90-180,UP
75888,LDSMFG_175887,ACTION_BOT,0.11,291738,90-180,Delhi
75889,LDSMFG_175888,ACTION_DIGITAL,0.65,16793,90-180,UP
75890,LDSMFG_175889,ACTION_HUMAN_CALL,0.49,287994,90-180,Karnataka
75891,LDSMFG_175890,ACTION_DIGITAL,0.34,201274,30-60,Delhi
75892,LDSMFG_175891,ACTION_FIELD,0.42,327582,60-90,Karnataka
75893,LDSMFG_175892,ACTION_BOT,0.2,28936,60-90,Tamil Nadu
75894,LDSMFG_175893,ACTION_DIGITAL,0.42,379586,30-60,Maharashtra
75895,LDSMFG_175894,ACTION_DIGITAL,0.5,270971,180+,UP
75896,LDSMFG_175895,ACTION_BOT,0.44,493042,60-90,Delhi
75897,LDSMFG_175896,ACTION_BOT,0.77,431626,90-180,Delhi
75898,LDSMFG_175897,ACTION_HUMAN_CALL,0.47,326033,60-90,UP
75899,LDSMFG_175898,ACTION_FIELD,0.75,130306,30-60,Maharashtra
75900,LDSMFG_175899,ACTION_DIGITAL,0.43,313934,60-90,UP
75901,LDSMFG_175900,ACTION_BOT,0.5,333496,30-60,Maharashtra
75902,LDSMFG_175901,ACTION_FIELD,0.45,65215,30-60,UP
75903,LDSMFG_175902,ACTION_FIELD,0.38,195553,30-60,Tamil Nadu
75904,LDSMFG_175903,ACTION_BOT,0.4,236567,90-180,Delhi
75905,LDSMFG_175904,ACTION_HUMAN_CALL,0.5,158382,60-90,Tamil Nadu
75906,LDSMFG_175905,ACTION_DIGITAL,0.31,171508,180+,UP
75907,LDSMFG_175906,ACTION_BOT,0.43,63207,90-180,Tamil Nadu
75908,LDSMFG_175907,ACTION_HUMAN_CALL,0.4,328787,60-90,Delhi
75909,LDSMFG_175908,ACTION_FIELD,0.38,442803,60-90,Maharashtra
75910,LDSMFG_175909,ACTION_DIGITAL,0.74,82319,60-90,Maharashtra
75911,LDSMFG_175910,ACTION_FIELD,0.43,78095,30-60,Delhi
75912,LDSMFG_175911,ACTION_DIGITAL,0.82,123060,30-60,UP
75913,LDSMFG_175912,ACTION_BOT,0.59,47890,60-90,Maharashtra
75914,LDSMFG_175913,ACTION_DIGITAL,0.79,100736,90-180,Maharashtra
75915,LDSMFG_175914,ACTION_DIGITAL,0.54,143080,60-90,UP
75916,LDSMFG_175915,ACTION_FIELD,0.39,326688,60-90,Delhi
75917,LDSMFG_175916,ACTION_BOT,0.26,243096,60-90,Maharashtra
75918,LDSMFG_175917,ACTION_DIGITAL,0.6,435046,30-60,UP
75919,LDSMFG_175918,ACTION_BOT,0.09,115930,30-60,Maharashtra
75920,LDSMFG_175919,ACTION_HUMAN_CALL,0.37,159348,90-180,Karnataka
75921,LDSMFG_175920,ACTION_FIELD,0.32,115079,30-60,Karnataka
75922,LDSMFG_175921,ACTION_FIELD,0.38,453438,30-60,Tamil Nadu
75923,LDSMFG_175922,ACTION_FIELD,0.36,471254,60-90,Maharashtra
75924,LDSMFG_175923,ACTION_DIGITAL,0.26,391556,90-180,Tamil Nadu
75925,LDSMFG_175924,ACTION_HUMAN_CALL,0.29,198591,30-60,Tamil Nadu
75926,LDSMFG_175925,ACTION_DIGITAL,0.33,259507,60-90,Tamil Nadu
75927,LDSMFG_175926,ACTION_FIELD,0.38,320188,60-90,Maharashtra
75928,LDSMFG_175927,ACTION_DIGITAL,0.47,286328,90-180,Tamil Nadu
75929,LDSMFG_175928,ACTION_BOT,0.27,448298,60-90,Tamil Nadu
75930,LDSMFG_175929,ACTION_FIELD,0.42,212398,90-180,Maharashtra
75931,LDSMFG_175930,ACTION_HUMAN_CALL,0.86,288777,30-60,Delhi
75932,LDSMFG_175931,ACTION_FIELD,0.46,173033,60-90,Delhi
75933,LDSMFG_175932,ACTION_FIELD,0.66,292512,60-90,Tamil Nadu
75934,LDSMFG_175933,ACTION_DIGITAL,0.94,294189,180+,Karnataka
75935,LDSMFG_175934,ACTION_BOT,0.43,189259,90-180,Tamil Nadu
75936,LDSMFG_175935,ACTION_DIGITAL,0.32,443351,30-60,Delhi
75937,LDSMFG_175936,ACTION_HUMAN_CALL,0.28,337063,60-90,Delhi
75938,LDSMFG_175937,ACTION_FIELD,0.41,376534,30-60,Delhi
75939,LDSMFG_175938,ACTION_FIELD,0.43,359025,180+,Karnataka
75940,LDSMFG_175939,ACTION_DIGITAL,0.29,328405,60-90,UP
75941,LDSMFG_175940,ACTION_FIELD,0.35,322608,60-90,Maharashtra
75942,LDSMFG_175941,ACTION_BOT,0.25,106454,30-60,Delhi
75943,LDSMFG_175942,ACTION_HUMAN_CALL,0.5,394190,90-180,Maharashtra
75944,LDSMFG_175943,ACTION_FIELD,0.3,156814,60-90,Delhi
75945,LDSMFG_175944,ACTION_HUMAN_CALL,0.66,159322,30-60,Maharashtra
75946,LDSMFG_175945,ACTION_DIGITAL,0.73,400793,30-60,Karnataka
75947,LDSMFG_175946,ACTION_DIGITAL,0.67,468632,60-90,Karnataka
75948,LDSMFG_175947,ACTION_FIELD,0.7,402521,30-60,Delhi
75949,LDSMFG_175948,ACTION_HUMAN_CALL,0.63,58202,180+,UP
75950,LDSMFG_175949,ACTION_HUMAN_CALL,0.79,97276,30-60,Tamil Nadu
75951,LDSMFG_175950,ACTION_FIELD,0.42,413167,30-60,Tamil Nadu
75952,LDSMFG_175951,ACTION_FIELD,0.36,417748,90-180,UP
75953,LDSMFG_175952,ACTION_HUMAN_CALL,0.33,345282,30-60,Maharashtra
75954,LDSMFG_175953,ACTION_DIGITAL,0.21,355218,60-90,Karnataka
75955,LDSMFG_175954,ACTION_DIGITAL,0.54,307972,60-90,Karnataka
75956,LDSMFG_175955,ACTION_BOT,0.48,460730,30-60,UP
75957,LDSMFG_175956,ACTION_DIGITAL,0.77,468878,180+,Delhi
75958,LDSMFG_175957,ACTION_BOT,0.53,23330,60-90,Maharashtra
75959,LDSMFG_175958,ACTION_FIELD,0.34,149314,30-60,Karnataka
75960,LDSMFG_175959,ACTION_HUMAN_CALL,0.3,301484,60-90,Tamil Nadu
75961,LDSMFG_175960,ACTION_DIGITAL,0.33,361612,90-180,UP
75962,LDSMFG_175961,ACTION_FIELD,0.35,65989,60-90,Karnataka
75963,LDSMFG_175962,ACTION_FIELD,0.36,280967,30-60,Karnataka
75964,LDSMFG_175963,ACTION_FIELD,0.45,87119,60-90,Karnataka
75965,LDSMFG_175964,ACTION_BOT,0.24,384209,30-60,UP
75966,LDSMFG_175965,ACTION_DIGITAL,0.46,336748,30-60,Karnataka
75967,LDSMFG_175966,ACTION_DIGITAL,0.39,275425,60-90,Karnataka
75968,LDSMFG_175967,ACTION_DIGITAL,0.52,76734,180+,Karnataka
75969,LDSMFG_175968,ACTION_DIGITAL,0.75,92951,60-90,Karnataka
75970,LDSMFG_175969,ACTION_FIELD,0.43,256100,90-180,Tamil Nadu
75971,LDSMFG_175970,ACTION_HUMAN_CALL,0.52,46051,90-180,UP
75972,LDSMFG_175971,ACTION_FIELD,0.47,97215,30-60,UP
75973,LDSMFG_175972,ACTION_HUMAN_CALL,0.13,262767,180+,Maharashtra
75974,LDSMFG_175973,ACTION_FIELD,0.31,397370,90-180,UP
75975,LDSMFG_175974,ACTION_FIELD,0.37,62283,60-90,Delhi
75976,LDSMFG_175975,ACTION_FIELD,0.48,64309,60-90,Tamil Nadu
75977,LDSMFG_175976,ACTION_BOT,0.36,410564,30-60,Maharashtra
75978,LDSMFG_175977,ACTION_BOT,0.19,330479,60-90,UP
75979,LDSMFG_175978,ACTION_FIELD,0.42,310268,30-60,UP
75980,LDSMFG_175979,ACTION_BOT,0.45,349653,180+,Karnataka
75981,LDSMFG_175980,ACTION_FIELD,0.4,132211,30-60,Karnataka
75982,LDSMFG_175981,ACTION_DIGITAL,0.53,392104,180+,Karnataka
75983,LDSMFG_175982,ACTION_FIELD,0.43,352702,60-90,Karnataka
75984,LDSMFG_175983,ACTION_BOT,0.4,57466,90-180,Tamil Nadu
75985,LDSMFG_175984,ACTION_DIGITAL,0.35,448153,30-60,Delhi
75986,LDSMFG_175985,ACTION_FIELD,0.72,29459,180+,Karnataka
75987,LDSMFG_175986,ACTION_DIGITAL,0.49,312220,90-180,Delhi
75988,LDSMFG_175987,ACTION_DIGITAL,0.78,15080,60-90,UP
75989,LDSMFG_175988,ACTION_DIGITAL,0.55,435029,180+,Tamil Nadu
75990,LDSMFG_175989,ACTION_FIELD,0.38,287312,60-90,Maharashtra
75991,LDSMFG_175990,ACTION_HUMAN_CALL,0.71,350241,30-60,Maharashtra
75992,LDSMFG_175991,ACTION_DIGITAL,0.39,235653,30-60,Tamil Nadu
75993,LDSMFG_175992,ACTION_FIELD,0.43,299036,30-60,Maharashtra
75994,LDSMFG_175993,ACTION_HUMAN_CALL,0.7,139037,30-60,Karnataka
75995,LDSMFG_175994,ACTION_BOT,0.59,37438,60-90,Karnataka
75996,LDSMFG_175995,ACTION_DIGITAL,0.77,406709,180+,UP
75997,LDSMFG_175996,ACTION_BOT,0.43,203952,30-60,Delhi
75998,LDSMFG_175997,ACTION_BOT,0.29,242034,180+,UP
75999,LDSMFG_175998,ACTION_DIGITAL,0.75,181900,90-180,Maharashtra
76000,LDSMFG_175999,ACTION_FIELD,0.38,370611,30-60,Karnataka
76001,LDSMFG_176000,ACTION_BOT,0.08,221207,90-180,Karnataka
76002,LDSMFG_176001,ACTION_FIELD,0.41,426107,30-60,Maharashtra
76003,LDSMFG_176002,ACTION_FIELD,0.4,308099,30-60,Karnataka
76004,LDSMFG_176003,ACTION_BOT,0.07,378154,30-60,Tamil Nadu
76005,LDSMFG_176004,ACTION_HUMAN_CALL,0.63,264588,60-90,Tamil Nadu
76006,LDSMFG_176005,ACTION_HUMAN_CALL,0.53,414661,60-90,UP
76007,LDSMFG_176006,ACTION_DIGITAL,0.31,300769,30-60,Maharashtra
76008,LDSMFG_176007,ACTION_HUMAN_CALL,0.69,226721,90-180,Maharashtra
76009,LDSMFG_176008,ACTION_HUMAN_CALL,0.66,350404,30-60,Maharashtra
76010,LDSMFG_176009,ACTION_HUMAN_CALL,0.32,256314,60-90,Maharashtra
76011,LDSMFG_176010,ACTION_FIELD,0.66,232140,30-60,Tamil Nadu
76012,LDSMFG_176011,ACTION_DIGITAL,0.66,247359,30-60,Tamil Nadu
76013,LDSMFG_176012,ACTION_HUMAN_CALL,0.55,292537,90-180,Delhi
76014,LDSMFG_176013,ACTION_BOT,0.47,198916,180+,Delhi
76015,LDSMFG_176014,ACTION_FIELD,0.67,163755,30-60,UP
76016,LDSMFG_176015,ACTION_FIELD,0.37,26399,90-180,UP
76017,LDSMFG_176016,ACTION_BOT,0.59,481110,60-90,Karnataka
76018,LDSMFG_176017,ACTION_DIGITAL,0.73,239013,180+,Delhi
76019,LDSMFG_176018,ACTION_FIELD,0.41,418252,30-60,Tamil Nadu
76020,LDSMFG_176019,ACTION_FIELD,0.43,385135,60-90,Tamil Nadu
76021,LDSMFG_176020,ACTION_BOT,0.81,481847,30-60,Tamil Nadu
76022,LDSMFG_176021,ACTION_HUMAN_CALL,0.44,317085,30-60,Karnataka
76023,LDSMFG_176022,ACTION_FIELD,0.31,293800,60-90,Maharashtra
76024,LDSMFG_176023,ACTION_BOT,0.56,169420,60-90,Delhi
76025,LDSMFG_176024,ACTION_FIELD,0.31,424833,90-180,Delhi
76026,LDSMFG_176025,ACTION_FIELD,0.42,177383,30-60,Delhi
76027,LDSMFG_176026,ACTION_HUMAN_CALL,0.52,105606,30-60,Tamil Nadu
76028,LDSMFG_176027,ACTION_DIGITAL,0.36,366521,30-60,Tamil Nadu
76029,LDSMFG_176028,ACTION_BOT,0.41,113527,30-60,Tamil Nadu
76030,LDSMFG_176029,ACTION_HUMAN_CALL,0.44,36766,30-60,Karnataka
76031,LDSMFG_176030,ACTION_HUMAN_CALL,0.22,78097,180+,UP
76032,LDSMFG_176031,ACTION_HUMAN_CALL,0.5,231979,60-90,Tamil Nadu
76033,LDSMFG_176032,ACTION_DIGITAL,0.69,398073,30-60,Delhi
76034,LDSMFG_176033,ACTION_BOT,0.43,115864,30-60,Karnataka
76035,LDSMFG_176034,ACTION_FIELD,0.42,495164,90-180,Tamil Nadu
76036,LDSMFG_176035,ACTION_BOT,0.15,416482,60-90,Delhi
76037,LDSMFG_176036,ACTION_FIELD,0.63,140417,60-90,UP
76038,LDSMFG_176037,ACTION_BOT,0.37,415860,90-180,Tamil Nadu
76039,LDSMFG_176038,ACTION_BOT,0.42,339727,60-90,Delhi
76040,LDSMFG_176039,ACTION_HUMAN_CALL,0.49,463983,30-60,Karnataka
76041,LDSMFG_176040,ACTION_HUMAN_CALL,0.52,445747,90-180,Tamil Nadu
76042,LDSMFG_176041,ACTION_FIELD,0.68,210756,30-60,Delhi
76043,LDSMFG_176042,ACTION_DIGITAL,0.7,173569,60-90,Delhi
76044,LDSMFG_176043,ACTION_FIELD,0.35,263289,30-60,Delhi
76045,LDSMFG_176044,ACTION_BOT,0.32,130061,60-90,Karnataka
76046,LDSMFG_176045,ACTION_HUMAN_CALL,0.23,374734,30-60,UP
76047,LDSMFG_176046,ACTION_BOT,0.19,312033,180+,UP
76048,LDSMFG_176047,ACTION_BOT,0.14,418136,30-60,Tamil Nadu
76049,LDSMFG_176048,ACTION_HUMAN_CALL,0.53,452487,30-60,Tamil Nadu
76050,LDSMFG_176049,ACTION_DIGITAL,0.25,120990,30-60,UP
76051,LDSMFG_176050,ACTION_BOT,0.41,336994,30-60,Delhi
76052,LDSMFG_176051,ACTION_FIELD,0.36,226880,60-90,Delhi
76053,LDSMFG_176052,ACTION_BOT,0.5,480442,30-60,Karnataka
76054,LDSMFG_176053,ACTION_FIELD,0.37,113519,30-60,Karnataka
76055,LDSMFG_176054,ACTION_FIELD,0.36,455873,30-60,Maharashtra
76056,LDSMFG_176055,ACTION_HUMAN_CALL,0.41,270618,180+,Delhi
76057,LDSMFG_176056,ACTION_HUMAN_CALL,0.27,249634,30-60,Maharashtra
76058,LDSMFG_176057,ACTION_HUMAN_CALL,0.15,354912,30-60,Tamil Nadu
76059,LDSMFG_176058,ACTION_FIELD,0.4,291183,30-60,Maharashtra
76060,LDSMFG_176059,ACTION_DIGITAL,0.5,19104,60-90,UP
76061,LDSMFG_176060,ACTION_FIELD,0.36,395548,180+,Maharashtra
76062,LDSMFG_176061,ACTION_BOT,0.29,284930,60-90,UP
76063,LDSMFG_176062,ACTION_HUMAN_CALL,0.45,222368,180+,Karnataka
76064,LDSMFG_176063,ACTION_FIELD,0.44,51716,30-60,Tamil Nadu
76065,LDSMFG_176064,ACTION_HUMAN_CALL,0.89,135738,180+,Delhi
76066,LDSMFG_176065,ACTION_HUMAN_CALL,0.43,180430,30-60,Maharashtra
76067,LDSMFG_176066,ACTION_DIGITAL,0.3,390058,60-90,Tamil Nadu
76068,LDSMFG_176067,ACTION_BOT,0.26,318413,30-60,Delhi
76069,LDSMFG_176068,ACTION_FIELD,0.7,259311,30-60,Maharashtra
76070,LDSMFG_176069,ACTION_BOT,0.56,420409,30-60,Tamil Nadu
76071,LDSMFG_176070,ACTION_BOT,0.4,355094,30-60,Maharashtra
76072,LDSMFG_176071,ACTION_BOT,0.48,21791,60-90,Delhi
76073,LDSMFG_176072,ACTION_BOT,0.2,469432,60-90,Tamil Nadu
76074,LDSMFG_176073,ACTION_DIGITAL,0.86,124363,180+,Karnataka
76075,LDSMFG_176074,ACTION_BOT,0.37,216462,30-60,UP
76076,LDSMFG_176075,ACTION_DIGITAL,0.35,345573,60-90,Karnataka
76077,LDSMFG_176076,ACTION_DIGITAL,0.76,370951,30-60,Karnataka
76078,LDSMFG_176077,ACTION_DIGITAL,0.87,273368,30-60,UP
76079,LDSMFG_176078,ACTION_DIGITAL,0.15,373053,30-60,Delhi
76080,LDSMFG_176079,ACTION_BOT,0.03,32685,90-180,UP
76081,LDSMFG_176080,ACTION_DIGITAL,0.62,99045,30-60,Tamil Nadu
76082,LDSMFG_176081,ACTION_HUMAN_CALL,0.66,23476,90-180,Maharashtra
76083,LDSMFG_176082,ACTION_DIGITAL,0.3,127214,60-90,Tamil Nadu
76084,LDSMFG_176083,ACTION_DIGITAL,0.88,81598,180+,Karnataka
76085,LDSMFG_176084,ACTION_HUMAN_CALL,0.41,112474,90-180,Maharashtra
76086,LDSMFG_176085,ACTION_BOT,0.63,247483,30-60,Delhi
76087,LDSMFG_176086,ACTION_DIGITAL,0.2,6484,90-180,Karnataka
76088,LDSMFG_176087,ACTION_FIELD,0.4,359670,30-60,Maharashtra
76089,LDSMFG_176088,ACTION_BOT,0.6,24760,30-60,Tamil Nadu
76090,LDSMFG_176089,ACTION_DIGITAL,0.56,257132,60-90,Maharashtra
76091,LDSMFG_176090,ACTION_FIELD,0.42,11326,90-180,UP
76092,LDSMFG_176091,ACTION_HUMAN_CALL,0.2,431450,60-90,UP
76093,LDSMFG_176092,ACTION_FIELD,0.79,206541,60-90,Maharashtra
76094,LDSMFG_176093,ACTION_DIGITAL,0.32,478291,30-60,UP
76095,LDSMFG_176094,ACTION_BOT,0.11,431958,90-180,Tamil Nadu
76096,LDSMFG_176095,ACTION_HUMAN_CALL,0.41,181750,180+,Karnataka
76097,LDSMFG_176096,ACTION_DIGITAL,0.79,391946,30-60,Tamil Nadu
76098,LDSMFG_176097,ACTION_HUMAN_CALL,0.46,337867,60-90,UP
76099,LDSMFG_176098,ACTION_DIGITAL,0.41,130477,60-90,Karnataka
76100,LDSMFG_176099,ACTION_FIELD,0.75,117325,30-60,Karnataka
76101,LDSMFG_176100,ACTION_FIELD,0.37,192696,30-60,Delhi
76102,LDSMFG_176101,ACTION_DIGITAL,0.21,466403,90-180,Karnataka
76103,LDSMFG_176102,ACTION_HUMAN_CALL,0.61,481935,60-90,Tamil Nadu
76104,LDSMFG_176103,ACTION_BOT,0.33,134778,30-60,Delhi
76105,LDSMFG_176104,ACTION_BOT,0.26,19963,60-90,Delhi
76106,LDSMFG_176105,ACTION_HUMAN_CALL,0.19,481151,180+,Delhi
76107,LDSMFG_176106,ACTION_HUMAN_CALL,0.14,142310,60-90,Tamil Nadu
76108,LDSMFG_176107,ACTION_BOT,0.39,490076,180+,Karnataka
76109,LDSMFG_176108,ACTION_FIELD,0.4,131197,90-180,UP
76110,LDSMFG_176109,ACTION_FIELD,0.63,194100,30-60,Karnataka
76111,LDSMFG_176110,ACTION_BOT,0.55,446116,60-90,UP
76112,LDSMFG_176111,ACTION_BOT,0.14,327638,60-90,Maharashtra
76113,LDSMFG_176112,ACTION_DIGITAL,0.58,244024,60-90,Delhi
76114,LDSMFG_176113,ACTION_BOT,0.28,463007,30-60,Karnataka
76115,LDSMFG_176114,ACTION_HUMAN_CALL,0.6,184860,30-60,Maharashtra
76116,LDSMFG_176115,ACTION_HUMAN_CALL,0.45,308472,30-60,Maharashtra
76117,LDSMFG_176116,ACTION_DIGITAL,0.67,453790,60-90,Tamil Nadu
76118,LDSMFG_176117,ACTION_BOT,0.22,66790,30-60,Karnataka
76119,LDSMFG_176118,ACTION_BOT,0.15,264297,30-60,Tamil Nadu
76120,LDSMFG_176119,ACTION_DIGITAL,0.29,234275,90-180,Delhi
76121,LDSMFG_176120,ACTION_FIELD,0.37,469799,60-90,Karnataka
76122,LDSMFG_176121,ACTION_HUMAN_CALL,0.47,453917,180+,Tamil Nadu
76123,LDSMFG_176122,ACTION_BOT,0.51,208197,30-60,UP
76124,LDSMFG_176123,ACTION_FIELD,0.65,117962,30-60,Karnataka
76125,LDSMFG_176124,ACTION_DIGITAL,0.35,478717,30-60,UP
76126,LDSMFG_176125,ACTION_BOT,0.06,256976,30-60,Tamil Nadu
76127,LDSMFG_176126,ACTION_DIGITAL,0.38,411021,30-60,Karnataka
76128,LDSMFG_176127,ACTION_HUMAN_CALL,0.07,465096,60-90,Delhi
76129,LDSMFG_176128,ACTION_FIELD,0.44,353181,30-60,Karnataka
76130,LDSMFG_176129,ACTION_HUMAN_CALL,0.02,259130,90-180,Tamil Nadu
76131,LDSMFG_176130,ACTION_DIGITAL,0.3,425547,30-60,UP
76132,LDSMFG_176131,ACTION_DIGITAL,0.66,79860,60-90,Delhi
76133,LDSMFG_176132,ACTION_DIGITAL,0.48,471291,30-60,Delhi
76134,LDSMFG_176133,ACTION_BOT,0.04,307776,30-60,Maharashtra
76135,LDSMFG_176134,ACTION_BOT,0.44,383311,30-60,Maharashtra
76136,LDSMFG_176135,ACTION_HUMAN_CALL,0.26,231870,30-60,Karnataka
76137,LDSMFG_176136,ACTION_DIGITAL,0.59,354412,60-90,Delhi
76138,LDSMFG_176137,ACTION_FIELD,0.45,149297,30-60,Karnataka
76139,LDSMFG_176138,ACTION_HUMAN_CALL,0.6,188290,30-60,UP
76140,LDSMFG_176139,ACTION_FIELD,0.43,44859,30-60,Karnataka
76141,LDSMFG_176140,ACTION_HUMAN_CALL,0.29,457971,90-180,Delhi
76142,LDSMFG_176141,ACTION_BOT,0.32,293640,30-60,Tamil Nadu
76143,LDSMFG_176142,ACTION_FIELD,0.38,89392,60-90,UP
76144,LDSMFG_176143,ACTION_FIELD,0.39,5958,60-90,UP
76145,LDSMFG_176144,ACTION_FIELD,0.41,98399,180+,Tamil Nadu
76146,LDSMFG_176145,ACTION_DIGITAL,0.47,128951,30-60,UP
76147,LDSMFG_176146,ACTION_DIGITAL,0.29,88408,90-180,Karnataka
76148,LDSMFG_176147,ACTION_HUMAN_CALL,0.74,353831,60-90,UP
76149,LDSMFG_176148,ACTION_HUMAN_CALL,0.48,463673,60-90,Karnataka
76150,LDSMFG_176149,ACTION_HUMAN_CALL,0.47,154389,90-180,Maharashtra
76151,LDSMFG_176150,ACTION_FIELD,0.43,280728,30-60,Karnataka
76152,LDSMFG_176151,ACTION_DIGITAL,0.46,174567,90-180,UP
76153,LDSMFG_176152,ACTION_HUMAN_CALL,0.15,424808,30-60,Tamil Nadu
76154,LDSMFG_176153,ACTION_DIGITAL,0.77,305061,60-90,UP
76155,LDSMFG_176154,ACTION_FIELD,0.72,354816,30-60,Delhi
76156,LDSMFG_176155,ACTION_BOT,0.31,61308,60-90,Maharashtra
76157,LDSMFG_176156,ACTION_DIGITAL,0.35,435958,30-60,UP
76158,LDSMFG_176157,ACTION_HUMAN_CALL,0.82,94010,90-180,UP
76159,LDSMFG_176158,ACTION_HUMAN_CALL,0.6,287465,30-60,Maharashtra
76160,LDSMFG_176159,ACTION_FIELD,0.39,261987,60-90,Tamil Nadu
76161,LDSMFG_176160,ACTION_HUMAN_CALL,0.24,434245,60-90,Karnataka
76162,LDSMFG_176161,ACTION_DIGITAL,0.87,375942,30-60,Maharashtra
76163,LDSMFG_176162,ACTION_FIELD,0.71,126534,60-90,Maharashtra
76164,LDSMFG_176163,ACTION_DIGITAL,0.34,116349,30-60,UP
76165,LDSMFG_176164,ACTION_FIELD,0.69,102313,180+,Delhi
76166,LDSMFG_176165,ACTION_BOT,0.56,33858,60-90,Delhi
76167,LDSMFG_176166,ACTION_FIELD,0.4,46838,60-90,Karnataka
76168,LDSMFG_176167,ACTION_HUMAN_CALL,0.49,305480,180+,Delhi
76169,LDSMFG_176168,ACTION_BOT,0.3,331741,30-60,Karnataka
76170,LDSMFG_176169,ACTION_BOT,0.56,140840,30-60,Karnataka
76171,LDSMFG_176170,ACTION_BOT,0.11,116467,60-90,Karnataka
76172,LDSMFG_176171,ACTION_FIELD,0.35,123901,180+,Maharashtra
76173,LDSMFG_176172,ACTION_BOT,0.36,475638,60-90,UP
76174,LDSMFG_176173,ACTION_DIGITAL,0.37,272321,30-60,Tamil Nadu
76175,LDSMFG_176174,ACTION_HUMAN_CALL,0.33,429977,90-180,Delhi
76176,LDSMFG_176175,ACTION_DIGITAL,0.92,78582,30-60,Karnataka
76177,LDSMFG_176176,ACTION_DIGITAL,0.71,186094,90-180,Maharashtra
76178,LDSMFG_176177,ACTION_FIELD,0.37,167955,180+,Delhi
76179,LDSMFG_176178,ACTION_DIGITAL,0.84,142673,60-90,Maharashtra
76180,LDSMFG_176179,ACTION_FIELD,0.4,79433,30-60,Maharashtra
76181,LDSMFG_176180,ACTION_HUMAN_CALL,0.11,155145,30-60,Maharashtra
76182,LDSMFG_176181,ACTION_DIGITAL,0.34,323405,90-180,Delhi
76183,LDSMFG_176182,ACTION_HUMAN_CALL,0.67,179291,30-60,Delhi
76184,LDSMFG_176183,ACTION_HUMAN_CALL,0.41,271725,60-90,Maharashtra
76185,LDSMFG_176184,ACTION_BOT,0.12,389119,30-60,Maharashtra
76186,LDSMFG_176185,ACTION_FIELD,0.44,306946,30-60,Karnataka
76187,LDSMFG_176186,ACTION_HUMAN_CALL,0.16,129457,60-90,Maharashtra
